PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,cluster,cluster_grouped,cluster_typ,assigned_perk,buchung,perk_encoded
2.681584015315062,-1.4651548920672168,-5.122153634901193,-0.2049044955120265,4.940932780391769,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.9443179912727935,-1.24040204752554,-4.460128710525866,-1.9770475819721902,4.5349342702650635,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
0.839276580113621,7.046479342875498,0.24808863786070612,0.0385799986188502,7.417899877039301,28,28,Vielflieger,Free Checked Bag,0,2
-4.944865727711733,7.99459495436815,1.1829418541132837,2.189061486105498,-3.962386814953759,16,16,Sparsame Reisende,Exclusive Discounts,0,1
4.5620668959885915,3.7052344351529687,5.407692568039865,1.070298094035683,-1.0572023643220083,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
3.8374429564292165,4.510591453827756,4.60740296105608,1.056151401744195,-1.2798049040128383,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
0.8871951981912174,6.799587824402485,0.17760354161714575,-0.13174585663748362,7.78197367549852,28,28,Vielflieger,Free Checked Bag,0,2
-4.345130540975657,8.085556929194352,1.1461623168721577,2.074249717203445,-4.134553741317702,16,16,Sparsame Reisende,Exclusive Discounts,0,1
0.02595805942037277,6.592019666324646,0.2497475436472818,0.019643158344870404,7.084215112042486,28,28,Vielflieger,Free Checked Bag,0,2
0.5087886033544287,6.899244450498285,0.2514757325655659,0.03467955876869411,7.066451753024552,28,28,Vielflieger,Free Checked Bag,0,2
5.012356829275824,-1.216096585235651,-5.147393501422998,-0.973209369582273,5.110879653077507,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.938118282912381,4.515266261089366,4.5896717936950875,1.0177453208571592,-1.1817167416082892,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
1.1107219379233249,7.098520298997336,0.22053975366576184,-0.02140878455274997,7.6212499898124095,28,28,Vielflieger,Free Checked Bag,1,2
-3.208671888528805,7.774409523553549,1.1322300795618165,2.200895500956203,-4.605281647097124,16,16,Sparsame Reisende,Exclusive Discounts,1,1
2.7563127771048546,-1.1676345758203819,-4.959068124103481,-0.4267770373824913,5.921945728936161,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
5.402782149602204,4.270942399624158,4.398470104853713,0.4857215575677283,-1.3710486210298676,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
2.9477579058967773,-1.7334083792761277,-5.053510214938963,-0.7072407476044926,5.515965140733055,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
5.573248645810147,3.7123617311721935,4.750680337594508,0.45725979268442307,-1.5407517813131477,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
2.975218331046175,-1.5420858985939925,-5.573899478543053,0.5149298616751508,5.484590136321792,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.129224227603771,-0.8648792358282119,-4.250633494062223,-2.1968050267399404,4.609643348738317,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-11.244744009591368,1.1632551374846773,-0.12468892232903528,-1.938228518343612,0.556419390442938,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.244744009591368,1.1632551374846773,-0.12468892232903528,-1.938228518343612,0.556419390442938,34,34,Business-Reisende,No Cancellation Fees,1,4
3.959612696978218,-1.3431443429382979,-4.394213803150119,-2.167259980452986,5.117231057818287,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.498692723119465,-1.6669101139878004,-4.442874672909064,-1.874441977531701,6.017179217738882,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-4.2811397068364165,7.969156120528718,1.1153154461020915,1.9686977776244323,-4.642073008599551,16,16,Sparsame Reisende,Exclusive Discounts,0,1
1.2530555703833512,-1.1848664163721587,-4.4156417182417265,-0.7770523771690332,5.069410064107818,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
0.47317428144285634,6.721021960876579,0.21991335124046274,-0.03950576193954669,7.472817070980332,28,28,Vielflieger,Free Checked Bag,0,2
-10.928331875895097,1.3294719523654326,-0.11885302194311942,-1.9113299406179314,0.9241710996061738,34,34,Business-Reisende,No Cancellation Fees,1,4
3.5107675077987417,-2.0853330232750555,-4.98738717354048,-1.4047850654010166,5.296873014216953,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-0.42007759966995906,6.362608060418832,0.26594630418229925,0.047901510924284185,6.975912729522097,28,28,Vielflieger,Free Checked Bag,1,2
-11.233455475548357,1.169185201390201,-0.12448071678581396,-1.9372688664275568,0.5695395500264815,34,34,Business-Reisende,No Cancellation Fees,0,4
3.6530574946140684,-0.5133395227328033,-4.204823302359624,-1.7472032696333093,4.793227484413975,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
4.004467655988796,-1.0541536509633558,-4.851205133489351,-1.0227573528798324,4.907173608828888,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.0134703761751576,-1.769590353358694,-4.8828457495856545,-1.142816520785412,5.010054124413366,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.808577967980488,4.650980523712272,4.514469933740153,0.8263676375288407,-1.0084685986390847,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
-4.891687925780802,7.932827743863271,1.1647720107343664,2.1272144651880414,-4.248524240281285,16,16,Sparsame Reisende,Exclusive Discounts,0,1
-4.5767718889800495,8.028076125654549,1.1555969906857062,2.102060248997306,-4.154739822519677,16,16,Sparsame Reisende,Exclusive Discounts,0,1
-11.285177995973076,1.1420144589089585,-0.1254346861338953,-1.9416658603720043,0.509424771663777,34,34,Business-Reisende,No Cancellation Fees,0,4
2.382188274063605,-0.8960110459859321,-4.277959678198697,-1.4193564650599528,5.354250982774138,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
4.308752283347841,-0.623009160283397,-4.434579513935138,-1.8599657113180976,4.896150400134422,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.84698195704674,-0.7613734264330927,-4.52698496590494,-1.3978406677593682,5.043875807662815,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
2.7060279944316132,0.38062496441697546,-4.083631658825863,-0.867711124896335,5.487733252660877,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.193617480352502,4.361555837304355,4.980382090465181,1.133481286903395,-0.8042498683085304,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
1.6113470326869763,-1.075742248269541,-4.615534524882076,-0.40006801452930585,4.974755001547695,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.6764868694352995,-0.8670888852091692,-4.32433948107642,-2.358406131516131,5.269331074326052,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.1688550561669113,-1.0780741072324243,-4.323956623894866,-2.0347334940547777,5.9177087181244445,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
2.1515239066910943,-1.6478604769170149,-4.364941915800039,-1.7092219646287408,5.125749673334547,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
3.9336550929262786,-1.3399357763246504,-5.046847597648361,-0.7481483161114406,4.196771301524205,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.3769770611863406,-1.200118770079246,-4.512394995612822,-1.0403515970873922,4.794124945700279,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
3.3479417934508335,-1.4915489947508158,-4.841692526550118,-1.3081996881776652,5.5308546991818766,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
0.5922903738230638,6.550614674889831,0.16101471756698538,-0.18140889031929985,7.726783970327214,28,28,Vielflieger,Free Checked Bag,0,2
2.3987954141437213,-1.355598753252994,-5.324581928854093,0.523094992474114,4.954536178691129,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
5.168316802700771,4.144769610311279,4.87099979747948,0.7836327315223506,-1.843946693196263,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
-10.86191116277704,1.3643639119360778,-0.1176279593616365,-1.9056834355565417,1.0013689317109722,34,34,Business-Reisende,No Cancellation Fees,0,4
3.125823010998954,-0.8606080201812945,-4.172204449717106,-1.979184394679173,4.85256054941496,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.802628465645404,-0.3328608208580305,-4.231175872147942,-1.2958027789851396,5.262698119580774,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
5.864711976964623,-2.02648644674693,-5.381949508349404,-1.6001445192494081,5.229492094441737,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
5.513696995737611,4.064274829789133,4.790624694238341,0.6052097996178678,-1.057993009922816,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
2.8856103437676333,-0.17337787730593968,-4.025533068104523,-1.5687441821610868,4.718527949272346,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.0346308836833145,-0.1476419299721345,-4.0128006257851565,-1.5981403638159941,3.645323388325025,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.603234483341231,-1.262815008671216,-4.8256869168297225,-0.9838939095137977,4.538562165465055,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
0.873036157836165,7.05843964887112,0.24663539852575078,0.0361533109597314,7.449986588432244,28,28,Vielflieger,Free Checked Bag,1,2
5.2145165550757095,-1.699940508334436,-5.435417386478981,-1.0406242145134463,7.639723156315522,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
3.058254620386016,0.06230967523569553,-4.174107369266025,-1.1278880859341873,5.265471093407897,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.305724285537666,4.58966553151407,4.560042701513417,0.9477205845357513,-1.0148302054028813,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
-3.350062573663382,7.940467340995687,1.0219426647766172,1.6647475802482132,-5.568399084812408,16,16,Sparsame Reisende,Exclusive Discounts,0,1
3.037522333116248,-1.0078741227709713,-4.2040112864307995,-2.0714667849087123,4.9039987794882665,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.365066306755248,-1.2382019868185183,-4.530581930852453,-2.167483863115379,4.588476830912078,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
-11.312721841660451,1.127545196159013,-0.12594270438780608,-1.9440073959680992,0.4774117884379723,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.285177995973076,1.1420144589089585,-0.1254346861338953,-1.9416658603720043,0.509424771663777,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.115201610412075,1.2313060201485584,-0.12229964436889063,-1.927215962496307,0.7069807426602988,34,34,Business-Reisende,No Cancellation Fees,1,4
-10.913498470632078,1.337264198977003,-0.11857943485122258,-1.9100689349170983,0.9414113048867416,34,34,Business-Reisende,No Cancellation Fees,0,4
-5.071641442277131,7.963946161310185,1.188278325462262,2.2048813302164705,-3.9702924249746445,16,16,Sparsame Reisende,Exclusive Discounts,1,1
1.611843279598724,-0.8894805763093598,-4.18132627487248,-1.2006570994683123,4.948067354373203,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
5.086941479116128,3.8948879334329787,5.380466129211616,1.0052553576572123,-1.2890277543509905,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
-4.885994727464917,8.082776303436935,1.1962511735087014,2.236427459649822,-3.6718777883954345,16,16,Sparsame Reisende,Exclusive Discounts,1,1
-5.023698902364709,7.973653911105011,1.1858583136131977,2.197505862481692,-3.9746053123010263,16,16,Sparsame Reisende,Exclusive Discounts,0,1
5.360488682461395,4.202951578623779,4.386234769833525,0.44621496229698554,-1.567318039908935,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
2.7937500211575252,-0.9305078990927154,-4.622983506903456,-0.8956168166183511,5.160116535324848,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.1262142115945957,-1.723136229576933,-4.72496386434004,-1.5740119074440377,5.754082731983688,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.142062182848858,-0.898353865402604,-4.44835214277421,-1.8997230858125738,4.947971746196118,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
3.811199514309058,-0.3370153152985481,-4.157804821153505,-1.933746378372562,4.746299202009436,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-4.43146659228648,7.890186784559955,1.1125428194061326,1.9559183074906497,-4.816791242099769,16,16,Sparsame Reisende,Exclusive Discounts,1,1
-11.258207913928864,1.156182313605596,-0.12493725036753744,-1.939373101116348,0.5407708950003527,34,34,Business-Reisende,No Cancellation Fees,0,4
5.748422280808855,4.030616764566971,4.776946089755407,0.5278688765442596,-1.674348185103443,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
3.5255094980010924,-1.3909780344198697,-5.315057798482155,-0.011438936849734294,5.179802438024735,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
0.9618950225497984,7.017190853232812,0.21666301784160602,-0.03694844690995858,7.444376652216106,28,28,Vielflieger,Free Checked Bag,0,2
2.3238631011211686,-1.4797536460504381,-4.3549038266108475,-1.729248438234289,4.469409683921316,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
-11.312721841660451,1.127545196159013,-0.12594270438780608,-1.9440073959680992,0.4774117884379723,34,34,Business-Reisende,No Cancellation Fees,1,4
-4.944865727711733,7.99459495436815,1.1829418541132837,2.189061486105498,-3.962386814953759,16,16,Sparsame Reisende,Exclusive Discounts,1,1
-11.270243520929203,1.1498597992399704,-0.12515923491255965,-1.9403962626070044,0.5267824458423296,34,34,Business-Reisende,No Cancellation Fees,1,4
3.286768911416786,-0.5061725471455251,-4.293030341322004,-1.4797116862797637,5.22631868352503,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.5630943978702647,-1.2525644076822922,-4.835268276021773,-0.4769619967799068,4.589950860221172,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.8860339584812404,4.464948107360584,4.485127518113162,0.7588395545960136,-0.9517090559764423,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
-11.197007431995484,1.188331994647533,-0.12380846964740222,-1.9341703742142426,0.6119014852520492,34,34,Business-Reisende,No Cancellation Fees,0,4
0.15620005048875374,6.3044769818729165,0.16728478321947793,-0.17993500057646017,7.48438534944913,28,28,Vielflieger,Free Checked Bag,0,2
5.524756019069011,-1.8518591179303991,-5.245681247487728,-1.5639429087752355,5.206558164004326,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.721202231854166,-0.37669347820682414,-4.406103374548563,-0.7186497623976686,4.964467731687358,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-0.24533472479980967,6.531292998148251,0.27414779409011847,0.07160403820625527,6.870187013697507,28,28,Vielflieger,Free Checked Bag,0,2
3.200801623684258,-1.547301945036903,-4.84329150144898,-1.0759846704458544,4.286329542511001,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
3.182075415624288,-2.0502971541867057,-4.789341741890468,-1.7652938591899163,5.734847841329499,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.029082933454394,-0.7936256530258536,-4.5167952541982705,-0.5806138552817055,4.1268243315446105,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.190093402643729,-0.31395386264851577,-4.160727286761274,-1.0848638649044107,5.709245407938117,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
4.2353595696117505,-0.22184415798038282,-4.3345370078889545,-1.6211369939338924,4.3955480227257935,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
3.5111189966694933,-1.0130350153799907,-4.622503720070081,-1.2969962163962094,5.2422158469585165,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
2.1806681613174117,-1.0603367343357823,-4.138218853428522,-1.8541055771759964,5.510251182229385,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
-11.137573934435,1.2195534479664172,-0.12271227915907401,-1.9291178607882742,0.680978388384966,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.033519368885024,1.274215126889641,-0.12079309839898222,-1.920272056468252,0.8019163684814354,34,34,Business-Reisende,No Cancellation Fees,1,4
2.791535353614815,-0.26519323388660776,-4.040822714789384,-1.5962299071591346,5.149631794210998,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-11.312721841660451,1.127545196159013,-0.12594270438780608,-1.9440073959680992,0.4774117884379723,34,34,Business-Reisende,No Cancellation Fees,0,4
5.063929267941109,4.413929598662239,4.467545109022178,0.6792001578283786,-1.4857866965702842,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
2.2278672021115957,-0.8071707567469605,-4.208939966316317,-1.3269403582282129,4.034813761738963,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
-11.148641284289635,1.2137395759744711,-0.12291640518462543,-1.930058709569276,0.6681153013174614,34,34,Business-Reisende,No Cancellation Fees,0,4
5.606008586805844,3.8970292027951405,4.501775224300989,0.3764761671928145,-1.156242522062482,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
-10.869736301326615,1.3602532301157675,-0.11777228609319312,-1.9063486600377626,0.992274122221755,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.222220724007858,1.1750870124087092,-0.1242735032062181,-1.9363137866270108,0.5825972006063673,34,34,Business-Reisende,No Cancellation Fees,1,4
-0.0939004221331694,6.52745526669951,0.24696142078856598,0.007985579077284921,6.942926762897562,28,28,Vielflieger,Free Checked Bag,1,2
2.7652379208841187,-0.7151035319934174,-4.283373216315818,-1.489492399711052,4.573571373130763,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.934009001775434,4.182816465245429,4.8897368684830855,0.8691494656871139,-1.286169126768253,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
2.046136680357522,-0.8830514188617044,-4.231377097983488,-1.326037063104745,4.952146687632962,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
1.0309207338534139,7.084122777799797,0.22896295809761513,-0.0029456867868464798,7.562584612834285,28,28,Vielflieger,Free Checked Bag,0,2
-11.285177995973076,1.1420144589089585,-0.1254346861338953,-1.9416658603720043,0.509424771663777,34,34,Business-Reisende,No Cancellation Fees,0,4
-11.148641284289635,1.2137395759744711,-0.12291640518462543,-1.930058709569276,0.6681153013174614,34,34,Business-Reisende,No Cancellation Fees,0,4
0.2822012909221585,6.495806636343898,0.1941542627206223,-0.10862220916761922,7.500232364983918,28,28,Vielflieger,Free Checked Bag,0,2
0.7781614507041148,7.052426555725026,0.26064166913055686,0.0682894574823294,7.393990731499849,28,28,Vielflieger,Free Checked Bag,0,2
2.188606717034161,-0.2050415749433942,-3.9313795559403824,-1.3232052515575194,4.682211397773962,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
4.00315830900647,-0.9203989292771246,-4.647495360065096,-1.3815512746528418,4.623581206520475,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
4.902712027845595,4.0253501319586915,5.4122024143501015,1.0692578285689822,-1.5447616573058456,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
3.2674570870766644,-0.6957940572143632,-4.540161506486561,-1.0916519354293586,4.834641457154332,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
1.223667444756875,7.131463953519068,0.21313585740164265,-0.036013251287663195,7.71984287064687,28,28,Vielflieger,Free Checked Bag,1,2
0.6406518770169769,7.013983157549019,0.27025441401599004,0.0875975228911372,7.276017202430811,28,28,Vielflieger,Free Checked Bag,0,2
1.7563301279431376,-1.3860596932091624,-4.443533320674004,-1.1943409292253806,5.5619941449560635,26,26,Premium-Reisende,1 Night Free Hotel with Flight,0,0
-4.563399586419882,7.916855949026234,1.1305994235977261,2.015711748640756,-4.597853675631494,16,16,Sparsame Reisende,Exclusive Discounts,0,1
5.225477092161606,4.189510902100128,4.858467058650579,0.7790522200283534,-1.4179436397664116,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
4.667191690688046,4.060680647733072,5.4421343907929405,1.1673022598951408,-1.2073260529264243,57,57,Gelegenheitsreisende,Free Hotel Meal,1,3
3.2578585841567715,-0.33682986563590894,-4.2443368403309725,-1.3371973683672378,5.0866472900643025,26,26,Premium-Reisende,1 Night Free Hotel with Flight,1,0
-11.197007431995484,1.188331994647533,-0.12380846964740222,-1.9341703742142426,0.6119014852520492,34,34,Business-Reisende,No Cancellation Fees,0,4
-3.8683094452232734,7.49989652982781,1.1403507541925757,2.2452553954697425,-4.175569862315469,16,16,Sparsame Reisende,Exclusive Discounts,0,1
5.054141238396677,4.179318631074967,5.190961000179004,0.9687205046566372,-1.5713261166276462,57,57,Gelegenheitsreisende,Free Hotel Meal,0,3
